# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0,3.0,-0.10940421794680001,0,3.0,-0.3008078697125299,0.0,0.0,0.0
 0.08985941869659239,1.012112050612117,2.9999768724494773,-0.10940421794680001,0.2695782560897771,2.999999999999999,-0.3008078697125299,0.0,-5.572773712279985,0.0
 0.1276628021826517,1.0244464720469673,2.9999079674146287,-0.3200739196731505,0.38298840654795496,2.999999999999999,-0.28054861167491546,0.0,-6.804867212479773,0.0
 0.15705922561116045,1.0370006687022981,2.999794001320533,-0.520112677625982,0.4711776768334812,2.999999999999999,-0.26196714675533034,0.0,-7.572270789204567,0.0
 0.182160657936844,1.0497720449758579,2.999635690592269,-0.7101875203929507,0.5464819738105319,3.000000000000001,-0.2448918688984544,0.0,-8.07165152369525,0.0
 0.20455038218207278,1.0627580052653944,2.9994337516549154,-0.8909095722120681,0.6136511465462182,3.0,-0.22917169935849885,0.0,-8.392901685135579,0.0
 0.2250355646580505,1.0759559539686556,2.999188900933552,-1.0628396947350114,0.6751066939741514,2.9999999999999987,-0.21467328996560459,0.0,-8.587500105978236,0.0
 0.2440927719506476,1.0893632954833894,2.998901854853256,-1.2264934643798382,0.7322783158519427,3.0000000000000013,-0.20127865130729,0.0,-8.688478331436583,0.0
 0.26203056306519523,1.102977434207344,2.998573329839108,-1.3823455737924208,0.7860916891955856,3.0,-0.1888831346585341,0.0,-8.718537399060406,0.0
 0.27906187835108553,1.1167957745382668,2.998204042316186,-1.5308337330676447,0.8371856350532565,3.0,-0.17739370995907858,0.0,-8.694005037740027,0.0
 0.2953407281360139,1.1308157208739062,2.997794708709569,-1.6723621351064253,0.8860221844080416,2.9999999999999964,-0.16672749207117185,0.0,-8.627006908717084,0.0
 0.3109825847798114,1.1450346776120102,2.997346045444336,-1.8073045404376282,0.932947754339434,3.0,-0.1568104758978953,0.0,-8.526761670837216,0.0
 0.32607653175168166,1.1594500491503263,2.9968587689455655,-1.9360070289390212,0.9782295952550448,3.0,-0.14757644789194277,0.0,-8.400402896688515,0.0
 0.34069290573825534,1.1740592398866028,2.9963335956383372,-2.0587904593149173,1.0220787172147656,2.999999999999985,-0.13896604683465402,0.0,-8.253526208180967,0.0
 0.3548883186305679,1.1888596542185874,2.995771241947729,-2.1759526716575692,1.0646649558917032,2.9999999999999885,-0.13092595115265035,0.0,-8.090567459834608,0.0
 0.3687090787217184,1.2038486965440283,2.9951724242988202,-2.2877704635212117,1.1061272361651546,3.000000000000004,-0.12340817452074863,0.0,-7.915072190576811,0.0
 0.3821935928273018,1.2190237712606733,2.9945378591166896,-2.394501366121756,1.146580778481905,3.0000000000000124,-0.11636945289694081,0.0,-7.729892404691558,0.0
 0.3953740967857588,1.2343822827662705,2.993868262826416,-2.4963852435602396,1.186122290357276,2.9999999999999876,-0.10977071117454264,0.0,-7.537333271190823,0.0
 0.4082779300327354,1.2499216354585674,2.9931643518530793,-2.5936457352185744,1.2248337900982056,2.9999999999999956,-0.10357659675208382,0.0,-7.339264379100353,0.0
 0.4209284926482216,1.2656392337353124,2.9924268426217573,-2.686491558797991,1.2627854779446641,2.9999999999999956,-0.09775507180685299,0.0,-7.137205354194004,0.0
 0.4333459762626864,1.2815324819942533,2.9916564515575286,-2.7751176893367657,1.3000379287880586,3.0,-0.09227705508430784,0.0,-6.932392572474524,0.0
 0.4455479307009286,1.297598784633138,2.9908538950854733,-2.859706427654108,1.3366437921027852,3.0000000000000044,-0.08711610790506417,0.0,-6.725831707834475,0.0
 0.45754970920317517,1.3138355460497144,2.990019889630669,-2.9404283700549247,1.372649127609525,3.0,-0.08224815664512962,0.0,-6.518339501939154,0.0
 0.4693648224740088,1.3302401706417306,2.989155151618195,-3.017443289608085,1.4080944674220257,2.9999999999999907,-0.07765124874861262,0.0,-6.3105772526470485,0.0
 0.4810052233020097,1.3468100628069346,2.9882603974731308,-3.0909009382849613,1.4430156699060284,3.0,-0.07330533674547575,0.0,-6.103077841096455,0.0
 0.49248153762963803,1.3635426269430742,2.9873363436205547,-3.1609417779553675,1.4774446128889136,3.0000000000000147,-0.06919208650067249,0.0,-5.896267692659217,0.0
 0.503803253839772,1.380435267447897,2.9863837064855456,-3.2276976474706367,1.5114097615193156,3.0000000000000147,-0.06529470765929664,0.0,-5.690484716465091,0.0
 0.5149788790932595,1.3974853887191516,2.9854032024931825,-3.291292372172548,1.5449366372797781,3.0000000000000098,-0.061597802610101116,0.0,-5.485993033943843,0.0
 0.526016069430847,1.4146903951545855,2.984395548068544,-3.3518423214788657,1.5780482082925407,2.99999999999999,-0.05808723258695994,0.0,-5.28299512374023,0.0
 0.5369217387978403,1.4320476911519469,2.9833614596367095,-3.409456919565815,1.6107652163935207,3.0,-0.05474999699666089,0.0,-5.081641876338147,0.0
 0.547702150995628,1.4495546811089834,2.982301653622758,-3.4642391136342794,1.6431064529868835,2.9999999999999796,-0.05157412743159308,0.0,-4.882040944715321,0.0
 0.5583629976976778,1.4672087694234435,2.981216846451767,-3.5162858037390197,1.6750889930930328,2.99999999999999,-0.04854859088340253,0.0,-4.684263702418721,0.0
 0.568909465010181,1.4850073604930745,2.980107754548817,-3.565688237759724,1.7067283950305423,2.9999999999999893,-0.04566320480877612,0.0,-4.488351057302781,0.0
